50,30,30,1,0,1.8,-28,40,32e5,50,1,1
50,30,30,5,7000,1.8,-28,40,32e5,50,1,1
50,30,30,5,10000,1.8,-28,40,32e5,50,1,1
50,30,30,5,15000,1.8,-28,40,32e5,50,1,1
50,30,30,5,20000,1.8,-28,40,32e5,50,1,1
50,30,30,5,25000,1.8,-28,40,32e5,50,1,1
50,30,30,5,35000,1.8,-28,40,32e5,50,1,1
50,30,30,5,50000,1.8,-28,40,32e5,50,1,1
50,30,30,5,70000,1.8,-28,40,32e5,50,1,1
50,30,30,5,90000,1.8,-28,40,32e5,50,1,1
50,30,30,1,0,2,-28,40,32e5,50,1,1
50,30,30,5,1000,2,-28,40,32e5,50,1,1
50,30,30,5,2000,2,-28,40,32e5,50,1,1
50,30,30,5,3000,2,-28,40,32e5,50,1,1
50,30,30,5,4000,2,-28,40,32e5,50,1,1
50,30,30,5,5000,2,-28,40,32e5,50,1,1
50,30,30,5,7000,2,-28,40,32e5,50,1,1
50,30,30,5,10000,2,-28,40,32e5,50,1,1
50,30,30,5,15000,2,-28,40,32e5,50,1,1
50,30,30,5,20000,2,-28,40,32e5,50,1,1
50,30,30,5,25000,2,-28,40,32e5,50,1,1
50,30,30,5,27500,2,-28,40,32e5,50,1,1
50,30,30,5,30000,2,-28,40,32e5,50,1,1
50,30,30,5,32500,2,-28,40,32e5,50,1,1
50,30,30,5,35000,2,-28,40,32e5,50,1,1
50,30,30,5,50000,2,-28,40,32e5,50,1,1
50,30,30,5,70000,2,-28,40,32e5,50,1,1
50,30,30,5,90000,2,-28,40,32e5,50,1,1
50,30,30,1,0,2.4,-28,40,32e5,50,1,1
50,30,30,5,10000,2.4,-28,40,32e5,50,1,1
50,30,30,5,15000,2.4,-28,40,32e5,50,1,1
50,30,30,5,20000,2.4,-28,40,32e5,50,1,1
50,30,30,5,25000,2.4,-28,40,32e5,50,1,1
50,30,30,5,35000,2.4,-28,40,32e5,50,1,1
50,30,30,5,50000,2.4,-28,40,32e5,50,1,1
50,30,30,5,70000,2.4,-28,40,32e5,50,1,1
50,30,30,5,90000,2.4,-28,40,32e5,50,1,1
50,30,30,5,50000,1.9,-28,40,32e5,50,1,1
50,30,30,5,50000,2.1,-28,40,32e5,50,1,1
50,30,30,5,50000,2.2,-28,40,32e5,50,1,1
50,30,30,5,50000,2.3,-28,40,32e5,50,1,1
