50,30,30,1.8,-28,40,1e5,50,1,1
50,30,30,1.9,-28,40,1e5,50,1,1
50,30,30,2.0,-28,40,1e5,50,1,1
50,30,30,2.1,-28,40,1e5,50,1,1
50,30,30,2.2,-28,40,1e5,50,1,1
50,30,30,2.3,-28,40,1e5,50,1,1
50,30,30,2.4,-28,40,1e5,50,1,1
50,30,30,1.8,-28,40,1e5,50,1,2
50,30,30,1.9,-28,40,1e5,50,1,2
50,30,30,2.0,-28,40,1e5,50,1,2
50,30,30,2.1,-28,40,1e5,50,1,2
50,30,30,2.2,-28,40,1e5,50,1,2
50,30,30,2.3,-28,40,1e5,50,1,2
50,30,30,2.4,-28,40,1e5,50,1,2
50,30,30,1.8,-28,40,1e5,50,1,3
50,30,30,1.9,-28,40,1e5,50,1,3
50,30,30,2.0,-28,40,1e5,50,1,3
50,30,30,2.1,-28,40,1e5,50,1,3
50,30,30,2.2,-28,40,1e5,50,1,3
50,30,30,2.3,-28,40,1e5,50,1,3
50,30,30,2.4,-28,40,1e5,50,1,3
50,100,100,2.0,-28,40,1e5,50,1,1
50,100,100,2.0,-28,40,1e5,50,1,2
50,100,100,2.0,-28,40,1e5,50,1,3
50,100,100,1.8,-28,40,1e5,50,1,1
50,100,100,1.9,-28,40,1e5,50,1,1
50,100,100,2.1,-28,40,1e5,50,1,1
50,100,100,2.2,-28,40,1e5,50,1,1
50,100,100,2.3,-28,40,1e5,50,1,1
50,100,100,2.4,-28,40,1e5,50,1,1
50,100,20,2.0,-28,40,1e5,50,1,1
50,100,20,2.0,-28,40,1e5,50,1,2
50,100,20,2.0,-28,40,1e5,50,1,3
50,30,30,2.0,-28,40,1e5,50,1,4
50,30,30,2.0,-28,40,1e5,50,1,5
50,30,30,1.8,-28,40,1e5,50,1,4
50,30,30,1.8,-28,40,1e5,50,1,5
50,30,30,2.4,-28,40,1e5,50,1,4
50,30,30,2.4,-28,40,1e5,50,1,5
50,30,30,1.9,-28,40,1e5,50,1,4
50,30,30,1.9,-28,40,1e5,50,1,5
50,30,30,2.1,-28,40,1e5,50,1,4
50,30,30,2.1,-28,40,1e5,50,1,5
50,30,30,2.2,-28,40,1e5,50,1,4
50,30,30,2.2,-28,40,1e5,50,1,5
50,30,30,2.3,-28,40,1e5,50,1,4
50,30,30,2.3,-28,40,1e5,50,1,5
50,100,20,2.0,-28,40,1e5,50,1,4
50,100,20,2.0,-28,40,1e5,50,1,5
50,100,100,2.0,-28,40,1e5,50,1,4
50,100,100,2.0,-28,40,1e5,50,1,5
50,100,100,1.6,-28,40,1e5,50,1,1
50,100,100,1.4,-28,40,1e5,50,1,1
50,100,100,1.2,-28,40,1e5,50,1,1
50,100,100,1.0,-28,40,1e5,50,1,1
50,100,100,2.0,-42,40,1e5,50,1,1
50,100,100,2.0,-42,40,1e5,50,1,2
50,100,100,2.0,-42,40,1e5,50,1,3
50,100,100,2.0,-42,40,1e5,50,1,4
50,100,100,2.0,-42,40,1e5,50,1,5
50,100,100,2.0,-50,40,1e5,50,1,1
50,100,100,2.0,-50,40,1e5,50,1,2
50,100,100,2.0,-50,40,1e5,50,1,3
50,100,100,2.0,-50,40,1e5,50,1,4
50,100,100,2.0,-50,40,1e5,50,1,5
