30,50,100,100,1,0,2,-28,-50,-21,40,-35,-0,8e5,100,1,1
30,50,100,100,5,10000,2,-28,-50,-21,40,-35,-0,8e5,100,1,1
30,50,100,100,5,20000,2,-28,-50,-21,40,-35,-0,8e5,100,1,1
30,50,100,100,5,30000,2,-28,-50,-21,40,-35,-0,8e5,100,1,1
30,50,100,100,5,45000,2,-28,-50,-21,40,-35,-0,8e5,100,1,1
30,50,100,100,5,55000,2,-28,-50,-21,40,-35,-0,8e5,100,1,1
30,50,100,100,5,80000,2,-28,-50,-21,40,-35,-0,8e5,100,1,1
30,50,100,100,5,160000,2,-28,-50,-21,40,-35,-0,8e5,100,1,1
30,50,100,100,5,280000,2,-28,-50,-21,40,-35,-0,8e5,100,1,1
30,50,100,100,5,350000,2,-28,-50,-21,40,-35,-0,8e5,100,1,1
30,50,100,100,1,0,2,-28,-50,-21,40,-35,-0,8e5,100,1,2
30,50,100,100,5,10000,2,-28,-50,-21,40,-35,-0,8e5,100,1,2
30,50,100,100,5,20000,2,-28,-50,-21,40,-35,-0,8e5,100,1,2
30,50,100,100,5,30000,2,-28,-50,-21,40,-35,-0,8e5,100,1,2
30,50,100,100,5,45000,2,-28,-50,-21,40,-35,-0,8e5,100,1,2
30,50,100,100,5,55000,2,-28,-50,-21,40,-35,-0,8e5,100,1,2
30,50,100,100,5,80000,2,-28,-50,-21,40,-35,-0,8e5,100,1,2
30,50,100,100,5,160000,2,-28,-50,-21,40,-35,-0,8e5,100,1,2
30,50,100,100,5,280000,2,-28,-50,-21,40,-35,-0,8e5,100,1,2
30,50,100,100,5,350000,2,-28,-50,-21,40,-35,-0,8e5,100,1,2
30,50,100,100,1,0,2,-28,-50,-21,40,-35,-0,8e5,100,1,3
30,50,100,100,5,10000,2,-28,-50,-21,40,-35,-0,8e5,100,1,3
30,50,100,100,5,20000,2,-28,-50,-21,40,-35,-0,8e5,100,1,3
30,50,100,100,5,30000,2,-28,-50,-21,40,-35,-0,8e5,100,1,3
30,50,100,100,5,45000,2,-28,-50,-21,40,-35,-0,8e5,100,1,3
30,50,100,100,5,55000,2,-28,-50,-21,40,-35,-0,8e5,100,1,3
30,50,100,100,5,80000,2,-28,-50,-21,40,-35,-0,8e5,100,1,3
30,50,100,100,5,160000,2,-28,-50,-21,40,-35,-0,8e5,100,1,3
30,50,100,100,5,280000,2,-28,-50,-21,40,-35,-0,8e5,100,1,3
30,50,100,100,5,350000,2,-28,-50,-21,40,-35,-0,8e5,100,1,3
30,50,100,100,1,0,2,-28,-50,-21,40,-35,-0,8e5,100,1,4
30,50,100,100,5,10000,2,-28,-50,-21,40,-35,-0,8e5,100,1,4
30,50,100,100,5,20000,2,-28,-50,-21,40,-35,-0,8e5,100,1,4
30,50,100,100,5,30000,2,-28,-50,-21,40,-35,-0,8e5,100,1,4
30,50,100,100,5,45000,2,-28,-50,-21,40,-35,-0,8e5,100,1,4
30,50,100,100,5,55000,2,-28,-50,-21,40,-35,-0,8e5,100,1,4
30,50,100,100,5,80000,2,-28,-50,-21,40,-35,-0,8e5,100,1,4
